,CODE,Name.x,Abbreviation.x,Category.x,Notes,article_1,article_2,article_3,article_4,article_5,article_6,article_7,article_8,article_9,article_10,article_11,article_12,article_13,article_14,article_15,article_16,article_17,article_18,article_19,article_20,article_21,article_22,article_23,article_24,article_25,article_26,article_27,article_28,article_29,article_30,article_31,article_32,article_33,article_34,article_35,article_36,article_37,article_38,article_39,article_40,article_41,article_42,article_43,article_44,article_45,article_46,article_47,article_48,article_49,article_50,article_51,article_52,article_53,article_54,article_55,article_56,article_57,article_58,article_59,article_60,article_61,article_62,article_63,Name.y,Abbreviation.y,Category.y,Items,Accessibility,access_type,link,review,exclusion_reason,relevant,Report,name.z,category,construct,rating,norms,internal_cons,test_retest,validity,ts
38,COMPREHENSIVE EFFECTS OF ALCOHOL,Comprehensive Effects of Alcohol,CEOA,Alcohol,NA,118,488,589,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comprehensive Effects of Alcohol,CEOA,Alcohol,38,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,COPING BEHAVIORS INVENTORY,Coping Behaviors Inventory,CBI,Alcohol,NA,38,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coping Behaviors Inventory,CBI,Alcohol,36,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,COPING BEHAVIORS INVENTORY 20,Coping Behaviors Inventory 20,CBI-20,Alcohol,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coping Behaviors Inventory 20,CBI-20,Alcohol,36,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,CORE ALCOHOL AND DRUG SURVEY,Core Alcohol and Drug Survey,CADS,Alcohol,NA,143,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Core Alcohol and Drug Survey,CADS,Alcohol,80,No, , ,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,"CUT DOWN, ANNOYED, GUILT, EYE-OPENED SCREENING TOOL","Cut down, Annoyed, Guilt, Eye-opener Screening Tool",CAGE,Alcohol,NA,83,162,164,219,262,334,338,429,430,517,590,693,717,818,476,326,716,211,293,623,727,203,456,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cut down, Annoyed, Guilt, Eye-opener Screening Tool",CAGE,Alcohol,4,Yes,Print-ready,https://www.hopkinsmedicine.org/johns_hopkins_healthcare/downloads/all_plans/CAGE%20Substance%20Screening%20Tool.pdf,Include,NA,1,"Mayfield, 1974","Cut down, Annoyed, Guilt, Eye-opened Screening Tool",Alcohol,Use,Excellent,Excellent,Excellent,Good,"CONVERG, DIVERG",Not applicable
43,DAILY DRINKING QUESTIONNAIRE,Daily Drinking Questionnaire,DDQ,Alcohol,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Daily Drinking Questionnaire,DDQ,Alcohol,1,Yes,Needs formatting,https://thekeep.eiu.edu/cgi/viewcontent.cgi?article=4719&context=theses,Exclude,No scoring/instructions/interpretation,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,DAILY DRINKING QUESTIONNAIRE-REVISED,Daily Drinking Questionnaire-Revised,DDQ-R,Alcohol,NA,177,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Daily Drinking Questionnaire-Revised,DDQ-R,Alcohol,2,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,DESIRED EFFECTS OF DRINKING,Desired Effects of Drinking,DEOD,Alcohol,NA,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Desired Effects of Drinking,DEOD,Alcohol,36,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,DESIRES FOR ALCOHOL QUESTIONNAIRE,Desires for alcohol questionnaire,DAQ,Alcohol,NA,17,213,663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Desires for alcohol questionnaire,DAQ,Alcohol,14,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,DRINKING CONTEXT SCALE,Drinking Context Scale,DCS-9,Alcohol,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drinking Context Scale,DCS-9,Alcohol,9,Yes,Print-ready,https://adai.uw.edu/instruments/pdf/Drinking_Context_Scale_99.pdf,Exclude,No scoring/instructions/interpretation,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,DRINKING EXPECTANCY PROFILE,Drinking Expectancy Profile,DEP,Alcohol,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drinking Expectancy Profile,DEP,Alcohol,Unknown,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,DRINKING EXPECTANCY QUESTIONNAIRE,Drinking Expectancy Questionnaire,DEQ,Alcohol,NA,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drinking Expectancy Questionnaire,DEQ,Alcohol,43,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,DRINKING EXPECTANCY QUESTIONNAIRE - ADOLESCENT VERSION,Drinking Expectancy Questionnaire - Adolescent Version,DEQ-A,Alcohol,NA,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drinking Expectancy Questionnaire - Adolescent Version,DEQ-A,Alcohol,24,Yes,Print-ready,https://www.researchgate.net/publication/317952740_Drinking_Expectancy_Questionnaire-Adolescent_version_DEQ-A/link/5952bbacaca272a343db4a74/download,Include,NA,1,"Oei et al., n.d.",Drinking Expectancy Questionnaire – Adolescent Version,Alcohol,Expectancies,Adequate,Adequate,Adequate,NA,"CONCUR, DIVERG",NA
51,DRINKING EXPECTANCY QUESTIONNAIRE - SHORTENED ADOLESCENT VERSION,Drinking Expectancy Questionnaire - Shortened Adolescent Version,DEQ-SA,Alcohol,NA,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drinking Expectancy Questionnaire - Shortened Adolescent Version,DEQ-SA,Alcohol,12,Yes,Print-ready,https://www.researchgate.net/publication/317952752_Drinking_Expectancy_Questionnaire-Shortened_Adolescent_version_DEQ-SA/link/5b0cbed90f7e9b1ed7fbc5ab/download,Include,NA,1,"Patton et al., 2018",Drinking Expectancy Questionnaire – Shortened Adolescent Version,Alcohol,Expectancies,Adequate,NA,Good,NA,"CONCUR, PREDICT",NA
52,DRINKING HISTORY QUESTIONNAIRE,Drinking History Questionnaire,DHQ,Alcohol,NA,235,241,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drinking History Questionnaire,DHQ,Alcohol,10,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,DRINKING INVENTORY OF CONSEQUENCES,Drinking Inventory of Consequences,DrInC-2R,Alcohol,NA,50,66,84,230,235,461 518,604,779,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drinking Inventory of Consequences,DrInC-2R,Alcohol,50,Yes,Print-ready,https://casaa.unm.edu/inst/DrInC-2R.pdf,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,DRINKING INVENTORY OF CONSEQUENCES,Drinking Inventory of Consequences,DrInC-2R,Alcohol,NA,50,66,84,230,235,461 518,604,779,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drinking Inventory of Consequences,DrINC,Alcohol,50,Yes,Print-ready,https://casaa.unm.edu/inst/DrInC-2R.pdf,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,DRINKING INVENTORY OF CONSEQUENCES,Drinking Inventory of Consequences,DrINC,Alcohol,NA,50,66,84,230,235,461 518,604,779,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drinking Inventory of Consequences,DrInC-2R,Alcohol,50,Yes,Print-ready,https://casaa.unm.edu/inst/DrInC-2R.pdf,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,DRINKING INVENTORY OF CONSEQUENCES,Drinking Inventory of Consequences,DrINC,Alcohol,NA,50,66,84,230,235,461 518,604,779,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drinking Inventory of Consequences,DrINC,Alcohol,50,Yes,Print-ready,https://casaa.unm.edu/inst/DrInC-2R.pdf,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,DRINKING MOTIVES QUESTIONNAIRE,Drinking Motives Questionnaire,DMQ,Alcohol,NA,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drinking Motives Questionnaire,DMQ,Alcohol,15,No,Print-ready,https://arc.psych.wisc.edu/self-report/drinking-motive-questionnaires-dmq/,Exclude,Measure was replaced with new version,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,DRINKING MOTIVES QUESTIONNAIRE-REVISED,Drinking Motives Questionnaire-Revised,DMQ-R,Alcohol,NA,85,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drinking Motives Questionnaire-Revised,DMQ-R,Alcohol,20,No,Print-ready,https://arc.psych.wisc.edu/self-report/drinking-motive-questionnaires-dmq/,Include,NA,1,"Cooper, 1994",Drinking Motives Questionnaire-Revised,Alcohol,Motives,Adequate,Good,Excellent,Excellent,CONCUR,X
59,DRINKING MOTIVES QUESTIONNAIRE-REVISED SHORT FORM,Drinking Motives Questionnaire-Revised Short Form,DMQ-R SF,Alcohol,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drinking Motives Questionnaire-Revised Short Form,DMQ-R SF,Alcohol,12,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,DRINKING PROBLEMS INDEX,Drinking Problems Index,DPI,Alcohol,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drinking Problems Index,DPI,Alcohol,17,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,DRINKING REFUSAL SELF-EFFICACY QUESTIONNAIRE - SHORTENED ADOLESCENT VERSION,Drinking Refusal Self-Efficacy Questionnaire - Shortened Adolescent version,DRSEQ-SRA,Alcohol,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drinking Refusal Self-Efficacy Questionnaire - Shortened Adolescent version,DRSEQ-SRA,Alcohol,9,Yes,Print-ready,https://www.researchgate.net/publication/325413939_Drinking_Refusal_Self-Efficacy_Questionnaire-Shortened_Revised_Adolescent_version_DRSEQ-SRA/link/5b0cc3a94585157f871cc5ce/download,Exclude,No scoring/instructions/interpretation,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,DRINKING REFUSAL SELF-EFFICACY QUESTIONNAIRE- REVISED,Drinking Refusal Self-efficacy Questionnaire- revised,DRSEQ-R,Alcohol,NA,194,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drinking Refusal Self-efficacy Questionnaire- revised,DRSEQ-R,Alcohol,31,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,DRINKING SELF-EFFICACY QUESTIONNAIRE,Drinking Self-Efficacy Questionnaire,DSEQ,Alcohol,NA,509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drinking Self-Efficacy Questionnaire,DSEQ,Alcohol,35,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,DRINKING STYLES QUESTIONNAIRE,Drinking Styles Questionnaire,DSQ,Alcohol,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drinking Styles Questionnaire,DSQ,Alcohol,27,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,DRINKING-RELATED LOCUS-OF-CONTROL SCALE,Drinking-Related Locus-of-Control Scale,DRIE,Alcohol,NA,31,214,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drinking-Related Locus-of-Control Scale,DRIE,Alcohol,25,Yes,Print-ready,https://www.drugsandalcohol.ie/26771/1/Drinking_Related_Internal_External_Locus_of_Control_Scale_103.pdf,Include,NA,1,"Keyson & Janda, n.d.",Drinking-Related Locus-of-Control Scale,Alcohol,"Expectancies, Self-Efficacy",Adequate,Excellent,Good,NA,"CONCUR, DIVERG, DISCRIM",NA
66,ETHANOL DEPENDENCE SYNDROME SCALE,Ethanol Dependence Syndrome Scale,EDS,Alcohol,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ethanol Dependence Syndrome Scale,EDS,Alcohol,16,No, ,https://pubs.niaaa.nih.gov/publications/AssessingAlcohol/InstrumentPDFs/33_EDS.pdf,Exclude,Copyright,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,EXPECTANCY QUESTIONNAIRE SHORT FORM,Expectancy Questionnaire Short Form,EQ-SF,Alcohol,NA,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Expectancy Questionnaire Short Form,EQ-SF,Alcohol,34,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,FAST ALCOHOL SCREENING TEST,Fast Alcohol Screening Test,FAST,Alcohol,NA,93,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fast Alcohol Screening Test,FAST,Alcohol,4,Yes,Print-ready,https://www.mandevillesurgery.co.uk/wp-content/uploads/2019/12/Fast-Alcohol-Screening-Test.pdf,Include,NA,1,"Hodgson et al., 2002",Fast Alcohol Screening Test,Alcohol,Use,Good,Good,Excellent,Good,"CONCUR, DIVERG, PREDICT",Not applicable
69,HAZARDOUS DRINKING INDEX,Hazardous Drinking Index, ,Alcohol,NA,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hazardous Drinking Index, ,Alcohol,13,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,IMPAIRED CONTROL SCALE,Impaired Control Scale,ICS,Alcohol,NA,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impaired Control Scale,ICS,Alcohol,25,Yes,Print-ready,https://adai.uw.edu/instruments/pdf/Impaired_Control_Scale_134.pdf,Exclude,Copyright,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,IMPAIRED RESPONSE INHIBITION SCALE FOR ALCOHOLISM,Impaired Response Inhibition Scale for Alcoholism,IRISA,Alcohol,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impaired Response Inhibition Scale for Alcoholism,IRISA,Alcohol,28,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,INVENTORY OF DRINKING SITUATIONS,Inventory of Drinking Situations,IDS,Alcohol,NA,124,217,471,478,33,619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inventory of Drinking Situations,IDS,Alcohol,42,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,JELLINEK ALCOHOL CRAVING QUESTIONNAIRE,Jellinek Alcohol Craving Questionnaire,JACQ,Alcohol,NA,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jellinek Alcohol Craving Questionnaire,JACQ,Alcohol,24,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,KHAVARI ALCOHOL TEST,Khavari Alcohol Test,KAT,Alcohol,NA,194,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Khavari Alcohol Test,KAT,Alcohol,12,No, , ,Exclude,Not found,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,MACANDREW ALCOHOLISM SCALE,MacAndrew Alcoholism scale,MAC,Alcohol,NA,774,652,594,806,623,505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MacAndrew Alcoholism scale,MAC,Alcohol,49,Unknown,NA,NA,Exclude,Too many items,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
